# 2025-05-05 20:54:53
# 65a379ab274562b0a51ef68ec8f82942
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
7.830000000000000071e+00;7.890418596695103481e+00;9.420065344512321692e-01;6.849982172875623831e-02;7.384255734204747679e-02;4.806075542986104843e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.919999999999999929e+00;7.980178159628998458e+00;9.485772015700226767e-01;7.588738392395555366e-02;9.060650694902977476e-02;4.704350549287486416e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.009999999999999787e+00;8.069878375008459059e+00;9.559127886552104547e-01;8.480899297958188754e-02;1.076431033882055410e-01;4.607502009916004226e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.099999999999999645e+00;8.159500362257224637e+00;9.641471047555364438e-01;9.526314253383283415e-02;1.245498204833766498e-01;4.515959178337190849e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.189999999999999503e+00;8.249023336518602534e+00;9.733946563279834985e-01;1.072279606665893503e-01;1.416064931213778522e-01;4.429901642928279593e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.279999999999999361e+00;8.338416623648711834e+00;9.838208008823189354e-01;1.207523112956807587e-01;1.588896936272753413e-01;4.349638198965543268e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.369999999999999218e+00;8.427647172174109969e+00;9.955559755785797771e-01;1.358281055194989762e-01;1.759571676439657395e-01;4.275171153214555098e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.459999999999999076e+00;8.516679964338134567e+00;1.008706361365285575e+00;1.524246014715946451e-01;1.930264906374711265e-01;4.206355133043171435e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.549999999999998934e+00;8.605464145705205681e+00;1.023441619745331099e+00;1.705728738342435769e-01;2.101436784363200916e-01;4.143252253750640435e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.640000000000000568e+00;8.693946562448898518e+00;1.039889585802383776e+00;1.902504635901323127e-01;2.268156102618207326e-01;4.085749763448788485e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
