# 2025-05-05 20:53:47
# 200b3284d5890f09b2bd52dbd4eb2559
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
7.019999999999999574e+00;4.999072094323047999e+00;-4.658168626305755566e+00;1.548682148579373141e+00;2.774595370231125457e-02;4.499977374939118313e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.109999999999999432e+00;5.000907160517998662e+00;-4.568187365650676846e+00;1.551195100384321179e+00;2.810359716048793643e-02;4.499964485319795315e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.199999999999999289e+00;5.002511242623375765e+00;-4.478201689108452399e+00;1.553740796068260543e+00;2.846503565852920303e-02;4.499945943116874680e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.290000000000000036e+00;5.003885750194209336e+00;-4.388212217100889490e+00;1.556318806802856614e+00;2.888904824207294553e-02;4.499920597454083016e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.379999999999999893e+00;5.005026323118515030e+00;-4.298219473563094972e+00;1.558940824751833709e+00;2.971879841046209947e-02;4.499886635575066407e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.469999999999999751e+00;5.005926038229070230e+00;-4.208224005688927960e+00;1.561668190516740218e+00;3.129075163201733289e-02;4.499840660882515664e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.559999999999999609e+00;5.006573955204792981e+00;-4.118226374019397618e+00;1.564573160045597433e+00;3.351562832881604947e-02;4.499777485242227648e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.649999999999999467e+00;5.006941198141568350e+00;-4.028227168598741414e+00;1.567701003615926680e+00;3.595064925511159970e-02;4.499688074373744406e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.739999999999999325e+00;5.007021345363726006e+00;-3.938227250598462348e+00;1.571044276911517379e+00;3.841830405484358835e-02;4.499563371705741943e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.830000000000000071e+00;5.006775981937685138e+00;-3.848227639741272466e+00;1.574616298345798526e+00;4.088011987302131445e-02;4.499387455912679634e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.919999999999999929e+00;5.006206277953642036e+00;-3.758229505142025140e+00;1.578402698488661215e+00;4.333762664911944285e-02;4.499147817746467659e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.009999999999999787e+00;5.005271148032411688e+00;-3.668234431037966203e+00;1.582417071142639742e+00;4.580475360993396805e-02;4.498819379397775542e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
